"Model","Scenario","Region","Variable","Unit","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"REMIND-MAgPIE 2.1-4.2","CEMICS_SSP1-1p5C-fullCDR","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54270.24988300347,54232.20581583131,54194.3993317856,54156.83042880675,54119.49910875247,51610.00524678903,49101.8679820902,46595.08732023738,44089.66326300857,41585.59580867561,40093.16257068864,38601.89933024816,37111.806097838096,35622.88287862425,34135.12965720528,32601.807829374084,31069.8238558722,29539.17774723293,28009.869484816543,26481.89908225025,24827.036008655115,23173.684516138383,21521.844605246373,19871.51627014619,18222.69950637577,16813.545853838958,15405.719173725316,13999.219473239882,12594.046750401109,11190.201004673034,10557.394947653183,9925.154626619104,9293.480041094654,8662.371195646345,8031.828082135223,7678.841830712981,7326.151592799478,6973.757376458436,6621.659173202103,6269.85698876799,5975.087634193942,5680.503619513083,5386.104948397845,5091.891614500205,4797.863624635436,4538.154309889875,4278.588267622203,4019.165495902921,3759.885994612859,3500.7497670153275,3241.8140328932977,2983.021568912848,2724.372376133328,2465.8664569801585,2207.503808969708,2042.4485591040225,1877.443430392697,1712.4884177460615,1547.5835257182057,1382.728750089611,1217.9230937837242,1053.167557613538,888.4621373138915,723.8068381549533,559.2016558185176,445.3964267958229,331.5892949395388,217.7802621787935,103.9693265839391,-9.84350985980464,-123.6398193638246,-237.4380296744349,-351.2381418976635,-465.0401569428341,-578.8440728513639,-668.4249991479155,-758.007115807045,-847.5904249203468,-937.1749244064064,-1026.7606163321168,-1116.365553262844,-1205.97168163177,-1295.579002407487,-1385.1875135579742,-1474.7972171547694
"REMIND 1.7","CEMICS-2.0-CDR8","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54499.13749317369,54689.79433446196,54880.50206480719,55071.26068920722,55262.07020580541,53115.97121809242,50966.05584481816,48812.324091704,46654.77595853059,44493.41142732768,42217.08541287974,39936.99323772888,37653.134897323456,35365.51038897268,33074.11971256136,31401.528837709484,29726.034803500585,28047.637591671937,26366.33721769133,24682.13366610197,23611.220633293768,22538.51679506232,21464.02217403912,20387.73674478591,19309.66051403457,18486.67194027314,17662.03314848207,16835.744132101612,16007.8048938834,15178.21543493035,14602.15008576597,14024.69729188522,13445.857045933271,12865.62934972819,12284.01420696703,11967.11026660464,11649.31951763829,11330.64196473363,11011.07761423144,10690.6264560802,10404.89882002285,10118.32665115237,9830.9099472026,9542.64871080055,9253.54293377003,8997.39083445257,8740.43665582983,8482.68040063691,8224.12206894432,7964.76166096424,7704.599173326889,7443.63460841834,7181.86796551172,6919.29925087441,6655.928454465239,6410.844756420121,6164.95992583083,5918.27395724413,5670.78685504017,5422.498617623669,5173.409246623311,4923.5187403359305,4672.827097748579,4421.33431984679,4169.0404084355705,3873.57098816684,3578.10059030828,3282.6292149609208,2987.1568620725297,2691.6835316226607,2396.20922268603,2100.73393718908,1805.25767420834,1509.7804336537697,1214.3022155818508,1080.1467688453104,945.9908168759894,811.8343587223293,677.6773963490296,543.51992879985,409.36195600654935,275.20347798194973,141.04449479513,6.885006423579767,-127.27498823118913
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_NPi2020_400","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54689.88933838182,55070.63898583988,55450.78049387861,55830.31385966524,56209.23907852948,53786.90808150598,51365.06591519946,48943.7125863315,46522.8480908614,44102.47242663132,41939.20114717085,39777.27043137046,37616.68027234859,35457.430663990395,33299.52160954321,31406.37149163665,29514.687834188448,27624.4706204012,25735.71985923,23848.43554878342,22503.79491245047,21160.61676242694,19818.90109438821,18478.64790821955,17139.85720930563,15930.19541577812,14721.7226346695,13514.43887209357,12308.34412417379,11103.43839453002,10196.65855800881,9291.07594832595,8386.690565168949,7483.50241122588,6581.511486775189,5703.70742201064,4826.904472228621,3951.102640124579,3076.3019210219604,2202.502319685829,1559.0478405681995,916.44745768842,274.70117014051,-366.1910233508604,-1006.2291239869694,-1387.5753314926008,-1768.3931530057305,-2148.682585373721,-2528.44363546971,-2907.676302707411,-3286.3345504876293,-3664.46391800599,-4042.06438895259,-4419.13598399993,-4795.678688362299,-4976.27347888364,-5156.6905875364,-5336.929991492511,-5516.991690228129,-5696.875707364721,-5876.554698330119,-6056.05570528904,-6235.37874573229,-6414.523789365249,-6593.4908691984,-6725.08683306214,-6856.684519574121,-6988.283928803298,-7119.885060731519,-7251.48791535732,-7383.129017308441,-7514.772200281631,-7646.41746429885,-7778.064809315631,-7909.71423533935,-8060.412490002879,-8211.1119361698,-8361.812573717772,-8512.51440272812,-8663.217422990929,-8813.92163372337,-8964.627035811882,-9115.333629272847,-9266.041414222753,-9416.750390546322
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_200f","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54477.19550928395,54645.896232218416,54814.63371687857,54983.40795954013,55152.21895107629,52591.46675824712,50032.28844766593,47474.684006668096,44918.653443929725,42364.19676096248,40481.779907062286,38601.09487544388,36722.14166588309,34844.92028818782,32969.43073245604,31647.42397164112,30326.789477983144,29007.52725136952,27689.63729457914,26373.11959489699,25433.623193550386,24495.229158555223,23557.93751699624,22621.7482416574,21686.661352497253,20835.58420061393,19985.577972944004,19136.642662643662,18288.77827359848,17441.9848082435,16537.997658070075,15635.100229047292,14733.29252497787,13832.574542231288,12932.946283502562,12374.02440874858,11815.789767579618,11258.242350434137,10701.382162524573,10145.209205066289,9691.842904960944,9238.989194136562,8786.648083544738,8334.819570743457,7883.503651844533,7479.210064280065,7075.362573300898,6671.961169882598,6269.00586030107,5866.496640141501,5464.479545649324,5062.909044194375,4661.785131511087,4261.107815757187,3860.87709183024,3355.7656601643257,2851.203958800722,2347.191989514648,1843.729746489252,1340.817238667726,838.4817816809547,336.6963351977598,-164.53909839162466,-665.2245240482594,-1165.3599308240732,-1613.1872329362727,-2061.016256784914,-2508.8470140659824,-2956.679483874063,-3404.513675859921,-3852.3861157055,-4300.26064599947,-4748.137247883951,-5196.015930796791,-5643.896694537599,-5845.146132324923,-6046.396751932129,-6247.6485625457935,-6448.901564423139,-6650.155767847145,-6851.411151444071,-7052.667726594676,-7253.925503566169,-7455.184461905956,-7656.444611138621
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54891.69227003968,55475.20714142048,56059.07614555696,56643.29928503976,57227.87657994833,54788.424066036736,52348.22911449602,49907.291702481576,47465.61183984143,45023.18952215554,42416.72796083127,39809.58012503063,37201.74599917689,34593.225588664944,31984.01890093214,30431.75514528405,28879.01200562889,27325.78947024287,25772.087566435886,24217.906266804,22933.1839018209,21648.10488879292,20362.66923507678,19076.87692165103,17790.727964477457,16526.1838342945,15261.30794358943,13996.100292271258,12730.560877663756,11464.689704293942,10487.243396897886,9509.551589051298,8531.614279641972,7553.431468769745,6575.003157410018,6099.098983777201,5623.104687763145,5147.020264488029,4670.845713270544,4194.581035867156,3831.782660610073,3468.8998394002406,3105.932571113296,2742.8808568684726,2379.7446993201,2139.786834101746,1899.7538871040824,1659.6458556494968,1419.4627442179833,1179.204552050619,939.1949341024616,699.1107323527923,458.9519486716435,218.7185850012654,-21.589360719402407,-168.14167017958746,-314.76225861096475,-461.4511221742083,-608.2082684796463,-755.0336963671703,-901.845035982395,-1048.7243745859494,-1195.6717093133443,-1342.6870458351286,-1489.7703686792029,-1589.8135177281042,-1689.8583794770234,-1789.9049739195432,-1889.9532810631035,-1990.0033209641297,-2089.931991434249,-2189.86275291403,-2289.7955954250483,-2389.730508930931,-2489.6675135394507,-2545.8728008944904,-2602.0792896993084,-2658.2869598959915,-2714.4958315385497,-2770.705884541969,-2826.958792954821,-2883.212892775149,-2939.468173982338,-2995.724656614551,-3051.9823206683395
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,53307.22659231472,52304.55239874208,51300.508967514266,50295.09631139398,49288.31441040232,47834.40991614742,46378.322640531806,44920.052588436505,43459.59974513512,41996.96412571059,40983.95326475816,39969.45350782036,38953.46483188224,37935.98724692359,36917.02074599669,35792.05870279325,34665.41828428877,33537.099505809536,32407.10236455914,31275.4268580009,30112.32600894999,28947.572712072422,27781.1669653371,26613.10878364001,25443.398149073208,24192.31450860168,22939.30178278468,21684.35994554508,20427.48901982744,19168.68899601264,18246.263599692047,17322.31610888774,16396.84651788908,15469.85482465373,14541.34103150701,13754.53039316096,12966.08898609308,12176.01681329411,11384.31387182036,10590.98016176387,9985.52358152165,9378.74802982008,8770.65351213171,8161.24002750282,7550.50757035995,7067.37383495125,6583.22605379501,6098.064227278349,5611.88835209151,5124.698428869349,4636.55639096911,4147.40097600101,3657.23218687214,3166.0500223256504,2673.85448333312,2330.06036510116,1985.50411340868,1640.1857196696096,1294.1051925030094,947.2625253381298,599.6246985185104,251.2244215375398,-97.93830561576117,-447.8634869768906,-798.5511174341802,-1086.6586812426997,-1374.7687016208097,-1662.8811796857003,-1950.99611538544,-2239.11350973683,-2527.1325656289505,-2815.15306267712,-3103.1750020195705,-3391.1983815345097,-3679.2232022623807,-3861.315356568119,-4043.4075906722906,-4225.49990551352,-4407.59230117047,-4589.684778572889,-4771.596622803039,-4953.50682451601,-5135.41538472353,-5317.3223024075205,-5499.22758047622
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,55005.33441438783,55702.59719226707,56400.319866866994,57098.50243633486,57797.14489499508,55357.20923184838,52915.733305578666,50472.717105757496,48028.160648259,45582.06392294672,42999.141559210846,40415.07280344586,37829.85765573238,35243.4961160216,32655.988187100007,30489.77228880985,28322.72092443845,26154.8340945706,23986.1117762912,21816.55398184822,20334.28804006187,18851.53773794194,17368.30307621001,15884.58405943595,14400.38068489983,13253.45556299732,12106.1794977079,10958.55249427977,9810.57454417599,8662.24565168942,7761.30065314221,6860.0010828265495,5958.34694050655,5056.33822617848,4153.97493835599,3448.47303022304,2742.80292671582,2036.96462616858,1330.9581296695592,624.7834395802303,65.00284007740098,-494.92875184958046,-1055.0113380398898,-1615.244925810459,-2175.6294955939693,-2489.8830515086006,-2804.2587433983285,-3118.7565812403204,-3433.376565311312,-3748.1186952980106,-4062.936924849031,-4377.876812118389,-4692.93833238379,-5008.12149752013,-5323.426308203299,-5389.847419244839,-5456.361502421799,-5522.968556040911,-5589.66857763253,-5656.4615544695225,-5723.320184941919,-5790.27150435304,-5857.31550708029,-5924.4521953964495,-5991.681570042798,-5987.202739344141,-5982.725631318921,-5978.2502360109,-5973.776573401919,-5969.304633490521,-5964.870940904442,-5960.43932934043,-5956.009788795249,-5951.58233924963,-5947.15697073615,-6032.78718699208,-6118.418594701,-6204.051193841371,-6289.684974393719,-6375.31995622373,-6460.956128523372,-6546.593492179079,-6632.23204718205,-6717.871783699151,-6803.512721589919
"REMIND 2.1","CEMICS_HotellingConst_1p5","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54360.22350504923,54412.10635585389,54464.18010912892,54516.44476881106,54568.90031597941,52478.666392585765,50389.13422505811,48300.303829445606,46212.17518998587,44124.74830657005,42465.99868803942,40808.15166407147,39151.20725744574,37495.16544256169,35840.02623220576,34090.98369286096,32342.9910325816,30596.04824306289,28850.15533987525,27105.31230294822,25652.29510322336,24200.22288091693,22749.095616034178,21298.91332421955,19849.6759997555,18623.5125431494,17398.25548648051,16173.90482728899,14950.46057020674,13727.922709454278,12421.50382661756,11116.041515521089,9811.53577952297,8507.9866179353,7205.39402851568,6203.68387724629,5202.7448479654295,4202.57694513344,3203.1801660804704,2204.55451726548,1455.0344753264194,706.0706815127107,-42.336862569030174,-790.1881568144397,-1537.4832077377805,-1953.2295653506408,-2368.6921848673087,-2783.8710634568297,-3198.7662167781505,-3613.37762915021,-4028.71664589985,-4443.771431047431,-4858.541977376949,-5273.028284791709,-5687.230350646691,-5860.31176011448,-6033.306649195491,-6206.215012394031,-6379.0368751553,-6551.77220482783,-6725.47904492717,-6899.099064438521,-7072.6323044516,-7246.07873954359,-7419.438369564069,-7516.81025011079,-7614.183853357139,-7711.559169251,-7808.9362178831,-7906.314989161378,-8004.490174215829,-8102.667430237139,-8200.846777290199,-8299.02820539571,-8397.21171449146,-8423.6144603052,-8450.01840746152,-8476.423546049611,-8502.82987611517,-8529.23738750749,-8554.96389967215,-8580.691603320201,-8606.42048828531,-8632.150574671537,-8657.881852483248
"REMIND 2.1","R2p1_SSP5-PkBudg900","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54389.21502810968,54470.043043510486,54551.01559761696,54632.13268016975,54713.39430136833,52230.409647272936,49748.65405041042,47268.12750545556,44788.83002478626,42310.76159854008,40877.24466453296,39444.7986909182,38013.42367206637,36583.11960069672,35153.886476955784,33624.64815749373,32096.915932096395,30570.689785262333,29045.969726921307,27522.755749839525,25764.66577843256,24008.538712843136,22254.374553146823,20502.173286586727,18751.93493162265,17315.1951951277,15880.02892777543,14446.436134105255,13014.416812295754,11583.97096232874,10397.333606465483,9211.927550101698,8027.752787865171,6844.8093252557455,5663.097156588818,5127.177320160801,4591.812713956745,4057.003341381629,3522.749196234143,2989.050288520756,2692.6976146836737,2396.586465273841,2100.716834766896,1805.088727742073,1509.7021450984998,1289.8834378585468,1070.2166857740824,850.7018899226963,631.3390465343831,412.12816110021873,193.39288505526173,-25.189931311206976,-243.6202944391575,-461.8982016311346,-680.0236501486033,-845.6400469371875,-1011.1869956165632,-1176.6644961530087,-1342.0725459164446,-1507.4111454671706,-1672.5979344803943,-1837.71498977235,-2002.762317837743,-2167.73991496273,-2332.647777624805,-2517.509415265304,-2702.3727655554235,-2887.2378485643435,-3072.1046442743027,-3256.97317274173,-3441.7203417782503,-3626.469581799229,-3811.2209129018497,-3995.97432497413,-4180.72980812385,-4351.648000247689,-4522.567373821309,-4693.48794876159,-4864.409715172949,-5035.33266291997,-5206.298466101619,-5377.265460665548,-5548.233636641538,-5719.203014017349,-5890.1735828399405
"REMIND-MAgPIE 2.1-4.2","SusDev_SSP1-PkBudg900","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54444.190994313845,54579.86115123836,54715.54200235744,54851.23355469317,54986.93580085167,52369.67071806398,49754.1983149389,47140.51857717374,44528.63151219948,41918.53712249437,40139.84907205851,38362.77621135904,36587.31851989721,34813.47601514907,33041.24869622386,31571.78002000088,30103.74349939607,28637.13914647802,27171.96695081651,25708.226912743,24583.62638280792,23460.22533492056,22338.0237847425,21217.02172614463,20097.21915503497,19041.957098852432,17987.83590674789,16934.85557982962,15883.01611887822,14832.31752191092,13848.99104643782,12866.67238287286,11885.36153013737,10905.058487228309,9925.76325632981,9298.28304131249,8671.421227368979,8045.17780909932,7419.55279243307,6794.54617425444,6282.688501936219,5771.27624967092,5260.30942380524,4749.7880178741,4239.71203554418,3908.9507816069904,3578.41423143663,3248.1023843550297,2918.0152407108403,2588.15279882142,2259.50807888642,1931.0880633192708,1602.8927495793696,1274.922137877799,947.17622994318,749.07010924473,551.0316921329495,353.06097981759,155.15796929098045,-42.67733361344012,-244.3853055805697,-446.0255743222106,-647.5981356643797,-849.1029951681306,-1050.54014839136,-1217.77788287403,-1385.0175191297697,-1552.2590563311803,-1719.5024963937203,-1886.74783817522,-2054.5605374247098,-2222.375138506911,-2390.19164150619,-2558.01004649325,-2725.830353223369,-2896.7548602604406,-3067.680558722471,-3238.6074486369903,-3409.5355299215803,-3580.46480259439,-3753.096457841541,-3925.72930433348,-4098.36334236379,-4270.9985716419,-4443.634992425188
"MESSAGE-GLOBIOM 1.0","SSP2-19","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,53800.92961358042,53293.444893111446,52786.07738724554,52278.827103670046,51771.694024960765,49795.17997400835,47819.0338328048,45843.25560296713,43867.84529279111,41892.80290681847,39923.80520965247,37955.17452345659,35986.910861032746,34019.01419956837,32051.48455443944,30689.3656158234,29327.66114615931,27966.371155594345,26605.495638614582,25245.03460075345,23884.91241007607,22525.203256759447,21165.907125906488,19807.02402709428,18448.55395897082,17580.40558525353,16712.58650727522,15845.096722312106,14977.936236170968,14111.105042715935,13244.859538453786,12378.944234644694,11513.359129708855,10648.104224104743,9783.179517996892,9180.719307375775,8578.557907344979,7976.695323246503,7375.131553067445,6773.866595263738,6173.143846486863,5572.721869273284,4972.600666354188,4372.780233171731,3773.260574364855,3195.7989237230886,2618.630638736504,2041.755718907939,1465.1741699153338,888.8859836867284,312.9499039303841,-262.69217012518084,-838.0402431232865,-1413.09431446778,-1987.8543820293653,-2447.0237161841324,-2905.984730882992,-3364.7374230386904,-3823.281798487868,-4281.617859609505,-4739.779879175505,-5197.7339142012215,-5655.47995517299,-6113.018008658888,-6570.348058220688,-6775.117632331839,-6979.889683360391,-7184.664193308503,-7389.441167442987,-7594.220607952977,-7798.90096160357,-8003.582744608801,-8208.265970421093,-8412.950638367418,-8617.63676182581,-8687.94918458872,-8758.261696530482,-8828.574297461573,-8898.886987662043,-8969.199776811567,-9039.329023600718,-9109.4566057507,-9179.58252608667,-9249.70678471438,-9319.829391322304
"MESSAGEix-GLOBIOM 1.0","LowEnergyDemand_1.3_IPCC","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54249.288248933255,54189.634463312825,54129.5701661671,54069.09536611947,54008.21005463657,50890.83140830775,47771.89522928341,44651.4015158706,41529.35026805233,38405.74149303263,35524.078768015555,32640.899681114468,29756.20422412549,26869.99240079696,23982.264200649024,22910.92110419336,21839.003337143164,20766.51090598369,19693.44380699729,18619.80203680044,17546.110044103963,16471.847299030396,15397.01380241872,14321.609554437511,13245.634556432886,12632.876517205035,12020.030683073815,11407.097058619667,10794.075639327357,10180.966427515008,9567.633514921316,8954.211587122636,8340.700648148506,7727.100691868516,7113.411726877235,6833.516532519042,6553.63577642347,6273.769449880918,5993.9175587799255,5714.080097528601,5434.716345379511,5155.371531635449,4876.0456630460485,4596.738736571366,4317.450752447155,4111.646239658675,3905.9082989796734,3700.236926350125,3494.632128339306,3289.093901498318,3083.738868882256,2878.451428869549,2673.23157965911,2468.07932270829,2262.99465660572,2107.2661914026603,1951.5873924085995,1795.9582643976903,1640.3788050598002,1484.8490132359702,1329.2278751549495,1173.65559344008,1018.1321707761102,862.6576072360493,707.2318997259499,655.8063258463602,604.3753056659093,552.9388404120199,501.49692834075023,450.0495699914197,398.92222261202994,347.7917555362103,296.65816915415047,245.5214640291101,194.3816355828403,167.4808973507901,140.57919954406995,113.67654617487976,86.77293533050938,59.86836792694021,33.25234874626008,6.638168605120075,-19.97418063201015,-46.58469481608071,-73.19337403542983
"REMIND 2.1","R2p1_SSP1-PkBudg900","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54384.42693644385,54460.43939772836,54536.56893549743,54612.81553944316,54689.17921950166,52036.043404373966,49384.4115545989,46734.28367406373,44085.65975194948,41438.53978352437,39833.658329935504,38230.02391374804,36627.636555069206,35026.496249625074,33426.60298876086,31873.97927448388,30322.725023356063,28772.84021471602,27224.32486174251,25677.178974221,24396.79201169692,23117.66347911456,21839.7933643115,20563.18168259163,19287.82842788397,18248.94190903943,17211.09206014789,16174.27887470862,15138.50236290122,14103.76251388992,13134.73657904082,12166.62413782686,11199.42518789637,10233.13972897331,9267.76776151481,8640.52645031049,8013.84249590098,7387.71589843932,6762.146660919071,6137.13477730744,5636.548765242219,5136.332019357919,4636.48454682024,4137.0063451351,3637.8974137251794,3317.07144495299,2996.4281860606293,2675.9676417400296,2355.68980875984,2035.5946887734203,1716.6753001614195,1397.9386258832703,1079.3846641253704,761.0134143717991,442.82487601517977,246.46120250972965,50.14936642595032,-146.11063057241006,-342.31879015702043,-538.4751088304397,-738.5199607315698,-938.5129725382104,-1138.4541459003806,-1338.3434800721298,-1538.18097719136,-1709.48946401403,-1880.7998516097696,-2052.11214115118,-2223.4263325537204,-2394.74242667522,-2566.6258772647097,-2738.51122968691,-2910.398485026189,-3082.2876413532504,-3254.1786994233694,-3421.74031117044,-3589.303113342471,-3756.86710696699,-3924.432291961579,-4091.998669344391,-4261.26742830154,-4430.537378503479,-4599.808521243789,-4769.080854231901,-4938.354378725191
"REMIND 2.1","LeastTotalCost_LTC_brkLR15_SSP1_P50","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54397.98172901813,54487.555706261024,54577.25346112164,54667.07499820257,54757.02032524312,52159.005558622215,49562.11720211214,46966.35526600036,44371.71974571972,41778.21064303634,40555.39167219304,39333.29125708976,38111.90940762649,36891.24613377613,35671.30141300499,34461.70889649725,33252.80945742198,32044.60307586913,30837.089784448297,29630.26956327472,28608.651942310727,27587.58329726564,26567.06361004081,25547.092890990127,24527.671139844435,23785.774940573952,23044.31683664089,22303.296847574908,21562.714960886668,20822.571176471985,20041.615757417465,19261.123164488625,18481.09340303409,17701.526465639232,16922.42235946843,16280.09636655439,15638.191306666253,14996.707181917547,14355.64399541317,13715.001739439702,13055.339125944058,12396.077047873883,11737.21550479245,11078.754494384686,10420.694022232334,9896.562443311765,9372.714927427503,8849.151479038475,8325.872092475605,7802.876770562095,7280.225144651745,6757.858230041807,6235.776023896356,5713.978531226806,5192.465747750635,4808.855514146982,4425.41706330683,4042.150388429177,3659.055494449604,3276.1323804108306,2893.3470311348583,2510.733135925745,2128.290694966772,1746.0197124988788,1363.9201836612258,1103.1406813846318,842.3587227279979,581.5743058509239,320.78743268010146,59.99810116356697,-200.6928096469072,-461.3851604320902,-722.0789522840644,-982.7741832331378,-1243.4708551671124,-1475.18387748051,-1706.8969878721084,-1938.610187271477,-2170.3234736770546,-2402.036849122385,-2633.5687622349624,-2865.099032097451,-3096.627659726829,-3328.1546431640168,-3559.6799844594966
"MESSAGEix-GLOBIOM 1.0","CD-LINKS_NPi2020_400","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,53932.68731964994,53556.91081222522,53181.201990284375,52805.56088004134,52429.98748072809,50553.93312297981,48678.22857124691,46802.87382020517,44927.86887031129,43053.21373083473,41187.22744463723,39321.64768021571,37456.47441727761,35591.70766328403,33727.347428113346,32410.32505610636,31093.626617057325,29777.252099803663,28461.20151393084,27145.47486658353,25832.153157161058,24519.17688533101,23206.54605482576,21894.260646909104,20582.320671117588,19530.52574172614,18479.077505776782,17427.97596531008,16377.221120485066,15326.812973808352,14276.8735372443,13227.282317244184,12178.039306916731,11129.144512064617,10080.597929837964,9006.841409926372,7933.295651372001,6859.96065656174,5786.836428513368,4713.922960966876,3641.646107014555,2569.582390116764,1497.7318100954333,426.0943688485708,-645.3299374109594,-1136.1197113916191,-1626.593361735779,-2116.750887233299,-2606.59229764432,-3096.11757637358,-3585.28070956658,-4074.127220415819,-4562.6571081617,-5050.87037085142,-5538.76701325696,-5891.522757466274,-6244.071331337079,-6596.412749519152,-6948.546987142748,-7300.474072579673,-7652.166663565646,-8003.651799755241,-8354.929494014825,-8705.99974077586,-9056.862535117474,-9318.162351637871,-9579.463889621711,-9840.767148520985,-10102.072132777064,-10363.37883913132,-10624.7237903473,-10886.070825038872,-11147.419941356751,-11408.771137288792,-11670.1244146008,-11798.895530939526,-11927.667838825131,-12056.441337990194,-12185.21602786694,-12313.991919842349,-12442.76899171767,-12571.547255419677,-12700.326710669568,-12829.107357281757,-12957.88919479282
"POLES EMF33","EMF33_WB2C_nofuel","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54808.90731333936,55308.52947812408,55807.3980280519,56305.51298359637,56802.87432692496,54297.92201549556,51795.55414901502,49295.77070270776,46798.57171296272,44303.95715454105,41817.53313551088,39333.69224189093,36852.434487627404,34373.7598489656,31897.66834234583,30961.02213955998,30025.266409381577,29090.40116216092,28156.42638460741,27223.34208018504,26291.09542501124,25359.73809691489,24429.27008328242,23499.69138654617,22571.00201677367,21748.10133322502,20925.95337366891,20104.55813487396,19283.91562045909,18464.02581976266,17645.10478290337,16826.93727142562,16009.52331784854,15192.862899629628,14376.95603024486,13621.08747358861,12865.78142089254,12111.03787974867,11356.85684548988,10603.23832049021,9850.446056767802,9098.21831094977,8346.555080248021,7595.45636698608,6844.922168820111,6378.06240212255,5911.59523657313,5445.52066990958,4979.83870234636,4514.54933555168,4049.7121987108494,3585.26830827363,3121.21766387094,2657.56026539954,2194.29611309318,1912.91318383558,1631.72356319775,1350.72725257143,1069.9242514620005,789.3145596928802,508.8641593487301,228.60674444983,-51.45768481540019,-331.32913021858985,-611.0075897132099,-782.0374966456301,-953.0698619059496,-1124.1046873543494,-1295.1419711422702,-1466.1817154215803,-1637.1244780279796,-1808.06869562516,-1979.0143711604808,-2149.96150269478,-2320.9100899132595,-2517.7041874823503,-2714.4983635730296,-2911.2926179067595,-3108.0869506829604,-3304.881361419109,-3501.49488556942,-3698.10676325288,-3894.71699350085,-4091.3255760135207,-4287.93251129024
